RECIPE NAME,RECIPE CODE,CATEGORY,RESTAURANT,FINAL PRICE,MERIDES,HIDE FROM APP,RECIPE INGREDIENTS,RECIPE COST,RECIPE COST composite,RECIPE COST / MERIDES,VAT,VAT 13%,VAT 13% composite,TOTAL,TOTAL/MERIDA,TOTAL / MERIDA composite,x3,x4,INGREDIENTS,OIK104 MENU INGREDIENTS,OIK104 MENU INGREDIENTS copy,OIK104 MENU INGREDIENTS copy,OIK512 MENU_,COMMON OR REMOVE (from OIK512 MENU_),OIK104 MENU INGREDIENTS copy,OIK104 MENU INGREDIENTS copy
ΣΑΛΤΣΑ  ΒΑΛΣΑΜΙΚΟ 10 ΜΕΡΙΔΕΣ,,ΕΝΔΙΑΜΕΣΑ,"OIK104,OIK512",,10,,"ΣΑΛΤΣΑ  ΒΑΛΣΑΜΙΚΟ 10 ΜΕΡΙΔΕΣ,ΣΑΛΤΣΑ  ΒΑΛΣΑΜΙΚΟ 10 ΜΕΡΙΔΕΣ,ΣΑΛΤΣΑ  ΒΑΛΣΑΜΙΚΟ 10 ΜΕΡΙΔΕΣ,ΣΑΛΤΣΑ  ΒΑΛΣΑΜΙΚΟ 10 ΜΕΡΙΔΕΣ","5,50","5,50","0,55",13,"0,71","0,71","6,21","0,62","0,62","1,86","2,48",ΣΑΛΤΣΑ  ΒΑΛΣΑΜΙΚΟ 10 ΜΕΡΙΔΕΣ,,,,,,"ΣΑΛΤΣΑ  ΒΑΛΣΑΜΙΚΟ 10 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ  ΒΑΛΣΑΜΙΚΟ 10 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ  ΒΑΛΣΑΜΙΚΟ 10 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ  ΒΑΛΣΑΜΙΚΟ 10 ΜΕΡΙΔΕΣ",
ΣΑΛΤΣΑ BBQ ΧΟΙΡΙΝΑ ΠΑΙΔΑΚΙΑ,,ΕΝΔΙΑΜΕΣΑ,OIK104,,1,,"ΣΑΛΤΣΑ BBQ ΧΟΙΡΙΝΑ ΠΑΙΔΑΚΙΑ,ΣΑΛΤΣΑ BBQ ΧΟΙΡΙΝΑ ΠΑΙΔΑΚΙΑ,ΣΑΛΤΣΑ BBQ ΧΟΙΡΙΝΑ ΠΑΙΔΑΚΙΑ,ΣΑΛΤΣΑ BBQ ΧΟΙΡΙΝΑ ΠΑΙΔΑΚΙΑ,ΣΑΛΤΣΑ BBQ ΧΟΙΡΙΝΑ ΠΑΙΔΑΚΙΑ,ΣΑΛΤΣΑ BBQ ΧΟΙΡΙΝΑ ΠΑΙΔΑΚΙΑ,ΣΑΛΤΣΑ BBQ ΧΟΙΡΙΝΑ ΠΑΙΔΑΚΙΑ,ΣΑΛΤΣΑ BBQ ΧΟΙΡΙΝΑ ΠΑΙΔΑΚΙΑ,ΣΑΛΤΣΑ BBQ ΧΟΙΡΙΝΑ ΠΑΙΔΑΚΙΑ,ΣΑΛΤΣΑ BBQ ΧΟΙΡΙΝΑ ΠΑΙΔΑΚΙΑ,ΣΑΛΤΣΑ BBQ ΧΟΙΡΙΝΑ ΠΑΙΔΑΚΙΑ,ΣΑΛΤΣΑ BBQ ΧΟΙΡΙΝΑ ΠΑΙΔΑΚΙΑ","0,53","0,53","0,53",13,"0,07","0,07","0,60","0,60","0,60","1,80","2,40",ΣΑΛΤΣΑ BBQ ΧΟΙΡΙΝΑ ΠΑΙΔΑΚΙΑ,,,,ΣΑΛΤΣΑ BBQ ΧΟΙΡΙΝΑ ΠΑΙΔΑΚΙΑ,,"ΣΑΛΤΣΑ BBQ ΧΟΙΡΙΝΑ ΠΑΙΔΑΚΙΑ, ΣΑΛΤΣΑ BBQ ΧΟΙΡΙΝΑ ΠΑΙΔΑΚΙΑ, ΣΑΛΤΣΑ BBQ ΧΟΙΡΙΝΑ ΠΑΙΔΑΚΙΑ, ΣΑΛΤΣΑ BBQ ΧΟΙΡΙΝΑ ΠΑΙΔΑΚΙΑ, ΣΑΛΤΣΑ BBQ ΧΟΙΡΙΝΑ ΠΑΙΔΑΚΙΑ, ΣΑΛΤΣΑ BBQ ΧΟΙΡΙΝΑ ΠΑΙΔΑΚΙΑ, ΣΑΛΤΣΑ BBQ ΧΟΙΡΙΝΑ ΠΑΙΔΑΚΙΑ, ΣΑΛΤΣΑ BBQ ΧΟΙΡΙΝΑ ΠΑΙΔΑΚΙΑ, ΣΑΛΤΣΑ BBQ ΧΟΙΡΙΝΑ ΠΑΙΔΑΚΙΑ, ΣΑΛΤΣΑ BBQ ΧΟΙΡΙΝΑ ΠΑΙΔΑΚΙΑ, ΣΑΛΤΣΑ BBQ ΧΟΙΡΙΝΑ ΠΑΙΔΑΚΙΑ, ΣΑΛΤΣΑ BBQ ΧΟΙΡΙΝΑ ΠΑΙΔΑΚΙΑ",
ΣΑΛΤΣΑ ΒΑΛΣΑΜΙΚΟ 10 ΜΕΡΙΔΕΣ,,ΕΝΔΙΑΜΕΣΑ,"OIK104,OIK512",,10,,"ΣΑΛΤΣΑ ΒΑΛΣΑΜΙΚΟ 10 ΜΕΡΙΔΕΣ,ΣΑΛΤΣΑ ΒΑΛΣΑΜΙΚΟ 10 ΜΕΡΙΔΕΣ,ΣΑΛΤΣΑ ΒΑΛΣΑΜΙΚΟ 10 ΜΕΡΙΔΕΣ","4,94","4,94","0,49",13,"0,64","0,64","5,58","0,56","0,56","1,67","2,23",ΣΑΛΤΣΑ ΒΑΛΣΑΜΙΚΟ 10 ΜΕΡΙΔΕΣ,,,,ΣΑΛΤΣΑ ΒΑΛΣΑΜΙΚΟ 10 ΜΕΡΙΔΕΣ,,"ΣΑΛΤΣΑ ΒΑΛΣΑΜΙΚΟ 10 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ ΒΑΛΣΑΜΙΚΟ 10 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ ΒΑΛΣΑΜΙΚΟ 10 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ ΒΑΛΣΑΜΙΚΟ 10 ΜΕΡΙΔΕΣ",
ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ,,ΕΝΔΙΑΜΕΣΑ,"OIK104,OIK512",,10,,"ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ,ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ,ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ,ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ,ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ,ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ,ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ,ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ,ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ,ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ,ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ,ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ,ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ","8,74","8,74","0,87",13,"1,14","1,14","9,88","0,99","0,99","2,96","3,95","ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ,ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ",,,,,,"""ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ"", ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ",
ΣΑΛΤΣΑ ΚΟΚΤΕΙΛ ΚΙΛΟΥ,,ΕΝΔΙΑΜΕΣΑ,"OIK104,OIK512",,10,,"ΣΑΛΤΣΑ ΚΟΚΤΕΙΛ ΚΙΛΟΥ,ΣΑΛΤΣΑ ΚΟΚΤΕΙΛ ΚΙΛΟΥ,ΣΑΛΤΣΑ ΚΟΚΤΕΙΛ ΚΙΛΟΥ,ΣΑΛΤΣΑ ΚΟΚΤΕΙΛ ΚΙΛΟΥ,ΣΑΛΤΣΑ ΚΟΚΤΕΙΛ ΚΙΛΟΥ,ΣΑΛΤΣΑ ΚΟΚΤΕΙΛ ΚΙΛΟΥ","7,04","7,04","0,70",13,"0,92","0,92","7,95","0,80","0,80","2,39","3,18","ΣΑΛΤΣΑ ΚΟΚΤΕΙΛ ΚΙΛΟΥ,ΣΑΛΤΣΑ ΚΟΚΤΕΙΛ ΚΙΛΟΥ",,,,,,"""ΣΑΛΤΣΑ ΚΟΚΤΕΙΛ ΚΙΛΟΥ, ΣΑΛΤΣΑ ΚΟΚΤΕΙΛ ΚΙΛΟΥ"", ΣΑΛΤΣΑ ΚΟΚΤΕΙΛ ΚΙΛΟΥ, ΣΑΛΤΣΑ ΚΟΚΤΕΙΛ ΚΙΛΟΥ, ΣΑΛΤΣΑ ΚΟΚΤΕΙΛ ΚΙΛΟΥ, ΣΑΛΤΣΑ ΚΟΚΤΕΙΛ ΚΙΛΟΥ, ΣΑΛΤΣΑ ΚΟΚΤΕΙΛ ΚΙΛΟΥ, ΣΑΛΤΣΑ ΚΟΚΤΕΙΛ ΚΙΛΟΥ, ΣΑΛΤΣΑ ΚΟΚΤΕΙΛ ΚΙΛΟΥ, ΣΑΛΤΣΑ ΚΟΚΤΕΙΛ ΚΙΛΟΥ",
ΣΑΛΤΣΑ ΜΟΥΣΤΑΡΔΑΣ 40 ΜΕΡΙΔΕΣ,,ΕΝΔΙΑΜΕΣΑ,OIK104,,40,,"ΣΑΛΤΣΑ ΜΟΥΣΤΑΡΔΑΣ 40 ΜΕΡΙΔΕΣ,ΣΑΛΤΣΑ ΜΟΥΣΤΑΡΔΑΣ 40 ΜΕΡΙΔΕΣ,ΣΑΛΤΣΑ ΜΟΥΣΤΑΡΔΑΣ 40 ΜΕΡΙΔΕΣ,ΣΑΛΤΣΑ ΜΟΥΣΤΑΡΔΑΣ 40 ΜΕΡΙΔΕΣ,ΣΑΛΤΣΑ ΜΟΥΣΤΑΡΔΑΣ 40 ΜΕΡΙΔΕΣ,ΣΑΛΤΣΑ ΜΟΥΣΤΑΡΔΑΣ 40 ΜΕΡΙΔΕΣ","5,65","5,65","0,14",13,"0,73","0,73","6,38","0,16","0,16","0,48","0,64","ΣΑΛΤΣΑ ΜΟΥΣΤΑΡΔΑΣ 40 ΜΕΡΙΔΕΣ,ΣΑΛΤΣΑ ΜΟΥΣΤΑΡΔΑΣ 40 ΜΕΡΙΔΕΣ",,,,,,"""ΣΑΛΤΣΑ ΜΟΥΣΤΑΡΔΑΣ 40 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ ΜΟΥΣΤΑΡΔΑΣ 40 ΜΕΡΙΔΕΣ"", ΣΑΛΤΣΑ ΜΟΥΣΤΑΡΔΑΣ 40 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ ΜΟΥΣΤΑΡΔΑΣ 40 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ ΜΟΥΣΤΑΡΔΑΣ 40 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ ΜΟΥΣΤΑΡΔΑΣ 40 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ ΜΟΥΣΤΑΡΔΑΣ 40 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ ΜΟΥΣΤΑΡΔΑΣ 40 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ ΜΟΥΣΤΑΡΔΑΣ 40 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ ΜΟΥΣΤΑΡΔΑΣ 40 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ ΜΟΥΣΤΑΡΔΑΣ 40 ΜΕΡΙΔΕΣ, ΣΑΛΤΣΑ ΜΟΥΣΤΑΡΔΑΣ 40 ΜΕΡΙΔΕΣ",
